address,amount0,amount1,amount2,amount3,amount4,amount5
0x13bcd5e13a74689527469d1c09a10ed27b1a4806,0,0,2599513,7798539,0,0
0x2992fce35a7bc1a70fafa74f6d7adddfe14674c9,0,0,2589928,7769785,0,0
0x6f72b0e71c4b11fa21db25b5b4994cc707e1ea4c,0,0,2588947,7766842,0,0
0xe5ae221d0612e4cb905a66a05a640932b3d68325,0,0,2588587,7765762,0,0
0xe3b33e9d669e0fa4ba4c98ad9b2f9348bf7ef018,0,0,2586875,7760627,0,0
0x6ee7be45d7c7bff8f4eb8cf21be7cea68908ff6a,0,0,2586875,7760627,0,0
0x553daa3f00b0beefbaa5bc7d4fe755d191d1016f,0,0,2586875,7760627,0,0
0x17f3cc6b30250889249c4e68712cc79b5512f5d5,0,0,2586875,7760627,0,0
0x265390d45b87c1e053df485b11f418efaae28925,0,0,2586837,7760513,0,0
0xdb95854181c1607b353fc92d56b01de3f34601f2,0,0,2586837,7760513,0,0
0xf7c6efbbf1579ee93d8c4d6fd040295e9e1d993a,0,0,2585697,7757091,0,0
0x280fdeab23545bf300b706ee54f5f4998e067c35,0,0,2585583,7756751,0,0
0x26b423db920368c40e913dd4707bf0301fd77d8d,0,0,2585582,7756747,0,0
0x72c067567d18e629e3a00b514cde9a9ab2f2a8ba,0,0,2585582,7756747,0,0
0x51c0cb01db2feec7dfaec0661e9693d2bfa1de29,0,0,2585582,7756747,0,0
0x8ad86460bccfc6aff703c53a6915599174c940b6,0,0,2585582,7756747,0,0
0x973a66c6c731c9c242232ea8ca2bf5694db29102,0,0,2585582,7756747,0,0
0x7f521809ad14bffb5d1e895723d86c0764ba5284,0,0,2585582,7756747,0,0
0x862ed7efba88c16c414ee4f82b33d3e757507a4d,0,0,2585582,7756747,0,0
0xd12ce4b558b9e6df3f0882cefb7d910206b0dafb,0,0,2585582,7756747,0,0
0x74c2bf2a168a4f5bcac14d1abf813332240668c0,0,0,2585582,7756747,0,0
0x362bd005af9778fa3931d28a40433ae894fd6270,0,0,2585582,7756747,0,0
0xc9c39cd27e6321557d4e51d7297340b38a968e1c,0,0,2585582,7756747,0,0
0xd0d7dfc5f6e8ff1f6673378a820f2fd318548070,0,0,2585544,7756632,0,0
0x6ed494599ca5994cb97dbfa60276c57fdb349cb9,0,0,2585544,7756632,0,0
0x339394bc5b2a4e433ffc64135046b040c6362507,0,0,2584289,7752867,0,0
0x16d04a64f000df52f1f0dcca866f50ab8f5f6b99,0,0,2581897,7745691,0,0
0x3bae01774889e4eb3f5ccc7d9b8cce3c6103179f,0,0,2579606,7738820,0,0
0xad587493deb3a5cf53c681114f34f782662418e1,0,0,2557750,7673251,0,0
0x5e14d9a0646e2041479b1fa3d66e546f635a6bbc,0,0,2524027,7572083,0,0
0x5da8b050b7f7adc626f8641d6f25a8af6d48cd14,0,0,2475220,7425660,0,0
0x6f62d6c12cf74254e058580be8b304b9e2ecc263,0,0,2428268,7284805,0,0
0x1fe9182d613788cb27407fc14adf94f35f958ffd,0,0,2425043,7275130,0,0
0x46a7a9127c18dd7562a445c623ef52d0a49c5392,0,0,2386864,7160592,0,0
0xcd79bedc2c28d48024391d4feb3e94ddc9438d4d,0,0,2362599,7087797,0,0
0xda17755d320233cd5e45fd8ff71a2b4c512b3c6e,0,0,2351470,7054410,0,0
0x15e60ee1ac81c39de4eedbb92973acd41e877898,0,0,2345365,7036095,0,0
0xa03749b86441170a412fd7a80795381bc9465506,0,0,2339628,7018884,0,0
0xf81c1c2f5c02460cbf06165efd20e26b096837b1,0,0,2334879,7004637,0,0
0x8f5189da69e7f8125198b294aefdbe11fa5ccc02,0,0,2328153,6984461,0,0
0xbd92b066072840cc4a5164c6e5e9a40aebfea6f8,0,0,2276450,6829352,0,0
0x6631e9620c9084d6876ad94c4945d03a40c35d32,0,0,2276187,6828561,0,0
0x8905483d3600a26ae71e5944cde3cf90699e23cb,0,0,2261016,6783048,0,0
0x80abafbdde41998d2c6eeea2a6e8a1319e0eab0a,0,0,2228593,6685780,0,0
0xcdf087dccbc3676b52ecac098a7f99db31eef693,0,0,2224316,6672949,0,0
0x9eb30c68e49a9708ec652745c945ea6a0bf793b0,0,0,2201464,6604394,0,0
0xad8272f7ac2c70520ce785db26cbdcdd1a450c76,0,0,2197518,6592555,0,0
0x1b2ab20ea44b5338c907dbd4cbe4fa56a98a8b8e,0,0,2191977,6575933,0,0
0x2578149c0d5d4cb36b6eda56a8537e2fa7af8492,0,0,2138625,6415877,0,0
0x2ad420346eebe1090a3b9f34f51201139b06adcc,0,0,2105324,6315973,0,0
0xf4a78f1c16174b4d0c12a398dc6f75f813c1c5b8,0,0,2103664,6310994,0,0
0x2290fa73e03692a80834a0b38bd58bb37ebda4d2,0,0,2071768,6215306,0,0
0x9761516ec692b00d3023b4a5cce13f6c25697e3d,0,0,2069500,6208502,0,0
0x01a4a26b528d1907015132479460a035794197db,0,0,2068207,6204621,0,0
0x79416383d89aaff40b2f197b0b5cb6db776eb3f4,0,0,2068207,6204621,0,0
0xecee283d44746da3cceb4c3b49f4dea900b17c42,0,0,2068207,6204621,0,0
0x73a4468e828943e685b15a6d32731d2fc97dd75d,0,0,2068207,6204621,0,0
0x8f2cc1141a1289ed8fa5efbb530fc1e54921152d,0,0,2062738,6188216,0,0
0x6d5e45da72cef6ad10ec974e56b6006c6f864140,0,0,2038643,6115931,0,0
0xc5934c9019ec2ade7e1633c13c9c3ff7dd234ec8,0,0,2005595,6016787,0,0
0xcc2557eb1753121667fa522fd1338da58e5dbb2e,0,0,1978184,5934552,0,0
0x59b0079b2cc5657f5461d9b6d3a027d6f86a1cf9,0,0,1959381,5878143,0,0
0x08de5a7664aaf4bb6b81c26b8e2c53ddeba845ec,0,0,1948888,5846664,0,0
0x4592e7b00ae0d5cac94f45d13cfa20c6f77bf056,0,0,1938915,5816745,0,0
0x4f0bc82d086f4b656b4e3dde54aa85ed5429ce50,0,0,1895878,5687635,0,0
0xdd6cb172b627e1b69425b8ef705b1049f3e0e5a5,0,0,1888444,5665333,0,0
0xd7adbd77c8f7c24bd4c6a8c6fe83ca1ac83094c2,0,0,1882621,5647865,0,0
0x05b711df32d73ecaa877d45a637a2eb415e7995f,0,0,1811485,5434455,0,0
0x61dc5cf92aa2ad8cc8096c3f18a3538d09069758,0,0,1809519,5428559,0,0
0x472b8c39e17ac6eff7ea427b18de709aeba0493b,0,0,1808226,5424678,0,0
0xdc7de93be286bbf61cd5dbaf400f6488b8689ea3,0,0,1803290,5409870,0,0
0x13ee423d725f654af6c36afe3a829262ecfc5339,0,0,1782928,5348785,0,0
0xbc54d72790a393bc9e420328e587c0c5b36c5420,0,0,1748986,5246960,0,0
0xdcdb8880ffdc4352c37cf2cdb3da5a8fbd04866b,0,0,1735772,5207318,0,0
0x32d14ea64c32e7292d205b07771011d608a1d822,0,0,1710222,5130666,0,0
0xa939f051c63c9852906b87e5e94e84f575451caa,0,0,1686956,5060870,0,0
0x0d16f4ef3ff6616484d8b3543a6bb015623acb35,0,0,1681152,5043456,0,0
0x4bd4c4b1e3758eea9d274324142a49575e713cc0,0,0,1680338,5041015,0,0
0xd7ecbed63760c730c64c33232ee9a67e2e88ee1f,0,0,1653013,4959041,0,0
0x56675aad56c3baf487a09792af353cc78d2bb29e,0,0,1633215,4899645,0,0
0xe09d4914c117684a03998ad0dc4ea3d983e079ec,0,0,1604698,4814096,0,0
0x2bf93421ffa4bcea42ed979e947bc21ba504dbb0,0,0,1574114,4722342,0,0
0xbc2ec6e69b1251bb7533519694ade63338d274b2,0,0,1572086,4716260,0,0
0x3770e6c1d455295e821a0db0065a137bd0f7218a,0,0,1566273,4698820,0,0
0x98db03d37f820e40a48bf3e94cc4fb65dc7cc9a7,0,0,1561354,4684064,0,0
0x664a83b062a6de8b49229547e90c3924836d6609,0,0,1558677,4676033,0,0
0xd40b39e4c1c39bd9bd7b3ac459c9b7354d025a09,0,0,1553920,4661762,0,0
0x03faa33f45c45309b75dd0b4c4f362f3f4884063,0,0,1553377,4660132,0,0
0x589bdc1db56c44d5f1de2a04e6653aa2a9072ff5,0,0,1551876,4655628,0,0
0x04f405839501034befad3c1f732c5d73777e7e0c,0,0,1550832,4652496,0,0
0x3bb4339c126b65db63fd4f99d9149b028e399716,0,0,1550832,4652496,0,0
0xe2cbaabbebe8286077bfacb14f6ac94dad197d35,0,0,1547451,4642355,0,0
0xd058238cf9ae8294e7581d5d659c146b79f091cc,0,0,1542166,4626498,0,0
0x43e094fbcca9af4c89c054ab2922aa6d2f7385e2,0,0,1530792,4592378,0,0
0x502fe3178fe755441ab21a0b8638537bdd7006d1,0,0,1530792,4592378,0,0
