address,amount0,amount1,amount2,amount3,amount4,amount5
terra106wpzdnc7u8s50umtfudehyak4zm2zepp9hhg2,0,0,26511121,79533363,0,0
terra106x5ht6z977uuwqr2nr6mwjv4tzk3293vj0pwc,0,0,907498,2722495,0,0
terra106yv8xst87aecamc4nqvswh9fqk05k7w9n0ymj,0,0,2282955,6848867,0,0
terra106zxm05fuj9dajsqx0e9gdw3km032udz2ay7ux,0,0,11140276,33420828,0,0
terra1070wk993sdq8uz0nwh8hewd3p7l7zqfmu9vfay,0,0,46705533,140116601,0,0
terra1072k76mqtvuleqqsua2v8wmpcgzh7eass6vwva,0,0,14288083,42864250,0,0
terra1073wgf7wdgw5q7ral3ysu0828vwhef6xg4yj2e,0,0,1202673,3608020,0,0
terra1074c7zut6wjprp6twmfa88nppsfukr593yfnpn,0,0,2247235,6741705,0,0
terra1074hkgzt3e5c8e464nmlk49q2g5jy6086d0zhh,0,0,3683683,11051050,0,0
terra1075ur3kr2kt90kcpf4mkjlkwkjw0hvxtl8myxp,0,0,381963,1145891,0,0
terra10768hffq09cyjj27500wernvs2p8wedwl3hwtw,0,0,487776,1463329,0,0
terra1076c50m7v39klxjanhda0ew3elau0ee5vtc7ps,0,0,23717026,71151078,0,0
terra1076gs8sp98tjwwkuw4wj4hxc6qqz8jtvruavkn,0,0,285014,855043,0,0
terra10778xjlegna4v5nvw8sgtfjr6uvxukt2a36dh9,0,0,8497269,25491809,0,0
terra1077tw0k9t6f7l9973sgjr273hfjhms8nznzkg3,0,0,1777292,5331876,0,0
terra1077vj52an8c3cjr4lv348k9hthjeksehp70pt7,0,0,7473204,22419613,0,0
terra10785djjdgeplln3ccw03s0lern0kqh9jjs6zhq,0,0,10288612,30865837,0,0
terra1078frwkwtj2rg8e9vkrfgeqkvw7mr9hx6pryvx,0,0,9461415,28384247,0,0
terra10797xl48yrwenpmjuetk9hsu6946etzzlfyapj,0,0,32722850,98168552,0,0
terra107982u9v0dsmgwmkvat8r5u9gahuj9neav3q8k,0,0,2053196,6159590,0,0
